SubjectAssgn,GenID,ExpAssgn,Vowel,Item,ItemType,RespNum,RespNum2,absRT,logAbsRT
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,0,0,667.46,2.824425244
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,0,0,2000,3.301029996
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,1,100,703.11,2.847023275
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,0,0,987.39,2.994488724
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,1,100,1421.93,3.152878217
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,1,100,1187.49,3.074629961
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,0,0,774.19,2.888847557
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,0,0,719.55,2.857060978
a-u-subject-12,Subject12-mfetter,a-u,u,u-2-square,diff,0,0,1270.38,3.103933648
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,864.66,2.936845369
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,1008.03,3.003473457
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,726.66,2.861331255
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,1281.22,3.107623709
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,547.22,2.738161962
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,553.89,2.743423524
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,777.1,2.890476909
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,1080.52,3.03363281
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,0,0,2000,3.301029996
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,0,0,2000,3.301029996
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,674.69,2.829104273
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,1463.72,3.165458007
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,753.93,2.877331025
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,742.92,2.87094205
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,638.01,2.804827486
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,697.1,2.843295083
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,705.36,2.848410828
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,0,0,2000,3.301029996
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,1,100,594.88,2.774429368
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-2,diff,0,0,886.39,2.947624848
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,632.92,2.801348819
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,521.23,2.717029404
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,761.02,2.88139607
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,696.47,2.842902414
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,628.75,2.798477998
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,647.06,2.810944553
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,605.98,2.782458291
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,974.47,2.988768473
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,0,0,2000,3.301029996
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,1031.19,3.013338693
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,1455.49,3.163009226
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,512.77,2.709922609
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,1493.19,3.174115073
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,388.31,2.589178575
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,652.07,2.81429422
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,1,100,1482.61,3.171026925
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,0,0,1173.49,3.069479393
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,0,0,1036.55,3.015590256
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,0,0,1678.27,3.224861831
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-4,same,0,0,1800.84,3.255475129
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,780.05,2.892122441
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,1080.43,3.033596635
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,1037.68,3.016063446
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,618.05,2.791023611
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,772.23,2.887746669
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,580.7,2.763951826
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,506.92,2.704939426
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,780.03,2.892111306
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,1935.94,3.286891893
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,649.7,2.812712867
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,0,0,752.29,2.876385289
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,1015.63,3.006735521
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,538.76,2.731395344
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,513.11,2.710210479
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,469.02,2.671191362
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,702.93,2.846912079
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,632.51,2.801067396
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,1161.44,3.064996779
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,720.38,2.857561647
a-u-subject-12,Subject12-mfetter,a-u,u,u-4-square,diff,1,100,643.03,2.808231235
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,802.89,2.904656049
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,891.58,2.950160318
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,799.93,2.903051985
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,527.41,2.72214836
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,0,0,1216.45,3.085094263
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,1624.89,3.210823966
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,1886.72,3.275707453
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,585.11,2.767237521
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,566.02,2.752831777
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,911.5,2.959756673
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,526.69,2.721555073
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,654.2,2.81571054
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,637.59,2.804541497
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,746.64,2.873111253
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,700.46,2.84538334
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,0,0,2000,3.301029996
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,633.4,2.801678059
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,1773.72,3.248885063
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,1,100,681.46,2.833440369
a-u-subject-12,Subject12-mfetter,a-u,u,u-square-square,same,0,0,2000,3.301029996
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,948.98,2.97725706
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,584.37,2.766687912
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,1724.12,3.23656749
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,1223.26,3.087518775
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,1751.73,3.243467168
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,623.9,2.795114986
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,575.79,2.760264118
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,700.78,2.845581699
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,395.72,2.597388
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,447.74,2.651025895
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,602.8,2.780173244
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,727.42,2.861785238
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,569.42,2.755432717
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,635.25,2.802944674
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,572.19,2.757540263
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,594.04,2.773815689
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,583.31,2.765899422
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,396.95,2.598735806
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,563.32,2.750755171
a-u-subject-13,Subj13-r1550,a-u,a,a-2-2,same,1,100,632.69,2.80119097
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,456.54,2.659478834
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,630.21,2.79948529
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,591.32,2.771822568
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,594.8,2.77437096
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,583.7,2.766189693
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,607.24,2.783360372
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,603.32,2.780547722
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,538.02,2.73079842
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,818.36,2.912944394
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,536.39,2.729480673
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,969.74,2.98665531
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,687.24,2.837108429
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,590.39,2.771138993
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,865.32,2.937176742
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,494.34,2.694025753
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,517.9,2.714245911
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,1,100,787.9,2.8964711
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,760.33,2.881002127
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,420.29,2.623549057
a-u-subject-13,Subj13-r1550,a-u,a,a-23-2,diff,0,0,712.3,2.852662944
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,0,0,2000,3.301029996
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,601.56,2.779278951
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,866.25,2.937643248
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,487.92,2.68834862
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,444.69,2.648057363
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,486.25,2.686859614
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,613.53,2.787835803
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,445.03,2.648389288
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,473.95,2.675732528
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,504.36,2.702740636
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,517.94,2.714279452
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,422.51,2.625836992
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,283.21,2.452108584
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,1310.14,3.117317706
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,387.96,2.588786951
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,741.54,2.870134583
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,574.49,2.759282473
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,1106.92,3.044116234
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,515.12,2.711908412
a-u-subject-13,Subj13-r1550,a-u,a,a-23-23,same,1,100,503.46,2.701964971
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,1108.01,3.04454368
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,626.53,2.796941871
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,704.37,2.847800851
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,501.19,2.700002397
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,543.95,2.735558981
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,513.53,2.71056582
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,1123.27,3.05048416
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,582.99,2.765661105
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,702.87,2.846875007
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,845.15,2.926933796
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,647.14,2.810998245
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,524.52,2.719762053
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,557.02,2.745870789
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,717.23,2.855658447
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,531.16,2.725225362
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,511.41,2.708769216
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,449.9,2.653115993
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,502.41,2.701058275
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,789.7,2.897462138
a-u-subject-13,Subj13-r1550,a-u,a,a-23-4,diff,0,0,696.37,2.842840053
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,674.4,2.828917562
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,518.05,2.714371678
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,484.67,2.685446139
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,608.92,2.784560239
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,1141,3.057285644
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,879.79,2.944379021
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,516.38,2.712969413
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,655.74,2.816731676
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,782.33,2.893389984
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,633.03,2.801424292
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,908.32,2.958238877
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,1125.91,3.051503676
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,933.3,2.970021266
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,1,100,820.21,2.91392506
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,505.22,2.703480535
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,552.39,2.742245808
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,571.11,2.756719765
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,407.01,2.60960508
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,0,0,683.13,2.834503358
a-u-subject-13,Subj13-r1550,a-u,a,a-23-square,diff,1,100,746.57,2.873070534
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,588.12,2.769465949
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,539.25,2.731790154
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,606.47,2.782809323
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,553.19,2.742874321
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,1865.74,3.270851123
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,925.98,2.966601607
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,515.28,2.712043286
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,502.96,2.701533447
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,515.05,2.711849392
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,475.3,2.676967814
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,375.15,2.574204951
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,672.95,2.827982797
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,1295.41,3.112407245
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,691.15,2.839572312
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,604.41,2.781331641
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,478.41,2.679800249
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,433.25,2.636738571
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,702.22,2.846473194
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,549.23,2.739754251
a-u-subject-13,Subj13-r1550,a-u,a,a-2-square,diff,0,0,620.92,2.793035649
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,743.23,2.871123231
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,704.02,2.847584997
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,696.89,2.843164233
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,832.31,2.920285113
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,1082.44,3.034403833
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,487.37,2.687858793
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,692.23,2.840250417
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,507.11,2.705102175
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,609.34,2.784859688
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,1097.62,3.040452012
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,736.62,2.867243506
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,540.51,2.732803733
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,708.46,2.850315335
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,370.91,2.569268542
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,731.8,2.864392405
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,580.84,2.764056517
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,880.76,2.944857583
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,519.38,2.715485222
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,569.67,2.755623349
a-u-subject-13,Subj13-r1550,a-u,a,a-4-2,diff,0,0,791.06,2.898209425
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,556.81,2.745707026
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,813.35,2.910277471
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,620.65,2.79284676
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,525.37,2.72046527
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,625.25,2.7960537
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,802.35,2.904363857
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,604.44,2.781353197
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,594.61,2.774232209
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,647.28,2.811092188
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,661.38,2.820451058
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,620.07,2.79244072
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,430.82,2.634295856
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,647.61,2.811313546
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,444.26,2.647637212
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,558.26,2.746836511
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,407.53,2.610159584
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,685.14,2.835779323
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,655.48,2.816559445
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,454.38,2.657419207
a-u-subject-13,Subj13-r1550,a-u,a,a-4-4,same,1,100,565.49,2.752424929
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,611.71,2.78654558
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,940.89,2.973538853
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,450.6,2.653791187
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,554.44,2.743854555
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,502.64,2.701257047
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,490.36,2.690515036
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,1066.1,3.027797943
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,875.29,2.942151967
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,1287.06,3.109598793
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,671.97,2.827349884
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,583.14,2.765772833
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,318.31,2.502850283
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,982.85,2.992487242
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,1149.39,3.060467414
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,332.5,2.52179165
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,394.64,2.596201102
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,696.22,2.842746495
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,406.38,2.608932326
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,1235.83,3.091958734
a-u-subject-13,Subj13-r1550,a-u,a,a-4-square,diff,0,0,364.34,2.561506854
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,1248.06,3.096235464
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,776.41,2.89009112
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,1839.18,3.264624236
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,516.42,2.713003053
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,537.31,2.730224923
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,552.52,2.742348003
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,579.13,2.762776063
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,592.63,2.772783632
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,511.53,2.708871109
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,623.74,2.795003596
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,388.92,2.589860277
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,348.35,2.542015815
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,550.18,2.740504799
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,583.44,2.765996201
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,839.75,2.924150013
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,710.12,2.851331744
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,1299.05,3.113625867
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,408.98,2.611702071
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,688.57,2.837948097
a-u-subject-13,Subj13-r1550,a-u,a,a-square-square,same,1,100,432.46,2.635945944
a-u-subject-13,Subj13-r1550,a-u,u,u-2-2,same,0,0,2000,3.301029996
a-u-subject-13,Subj13-r1550,a-u,u,u-2-2,same,1,100,810.92,2.908978012
a-u-subject-13,Subj13-r1550,a-u,u,u-2-2,same,1,100,799.54,2.902840196
a-u-subject-13,Subj13-r1550,a-u,u,u-2-2,same,1,100,652.46,2.814553892
a-u-subject-13,Subj13-r1550,a-u,u,u-2-2,same,0,0,2000,3.301029996
a-u-subject-13,Subj13-r1550,a-u,u,u-2-2,same,1,100,1978.69,3.296377759
a-u-subject-13,Subj13-r1550,a-u,u,u-2-2,same,1,100,525.83,2.72084536
