Subject,Hem,Harm,Cond,Area,LinPwr,dBPwr
r1414,2-rh,1-Fm,2-Zero,3-Occ,1.61E+15,152.0674494
r1414,2-rh,1-Fm,3-HalfPi,1-AntTem,6.22E+15,157.9369961
r1414,2-rh,1-Fm,3-HalfPi,2-PosTem,2.86E+15,154.567455
r1414,2-rh,1-Fm,3-HalfPi,3-Occ,1.22E+16,160.8660894
r1414,2-rh,1-Fm,4-Pi,1-AntTem,3.83E+16,165.8340283
r1414,2-rh,1-Fm,4-Pi,2-PosTem,8.70E+16,169.3961409
r1414,2-rh,1-Fm,4-Pi,3-Occ,4.91E+15,156.9104611
r1414,2-rh,2-SecondHarm,1-Uni,1-AntTem,2.69E+14,144.2913834
r1414,2-rh,2-SecondHarm,1-Uni,2-PosTem,9.69E+14,149.8624758
r1414,2-rh,2-SecondHarm,1-Uni,3-Occ,3.18E+14,145.0260463
r1414,2-rh,2-SecondHarm,2-Zero,1-AntTem,5.47E+13,137.3778879
r1414,2-rh,2-SecondHarm,2-Zero,2-PosTem,2.75E+15,154.3922213
r1414,2-rh,2-SecondHarm,2-Zero,3-Occ,8.24E+14,149.1567415
r1414,2-rh,2-SecondHarm,3-HalfPi,1-AntTem,1.88E+14,142.7383432
r1414,2-rh,2-SecondHarm,3-HalfPi,2-PosTem,3.19E+15,155.0425332
r1414,2-rh,2-SecondHarm,3-HalfPi,3-Occ,2.59E+15,154.1279643
r1414,2-rh,2-SecondHarm,4-Pi,1-AntTem,1.33E+15,151.2479757
r1414,2-rh,2-SecondHarm,4-Pi,2-PosTem,9.77E+14,149.8968559
r1414,2-rh,2-SecondHarm,4-Pi,3-Occ,3.91E+15,155.9206567
